,instrument,instrument_family,instrument_source,note,pitch,qualities,velocity
brass_acoustic_046-066-025,414,1,0,34453,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_134-064-127,914,0,2,247860,64,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",127
brass_acoustic_046-068-100,414,1,0,55243,68,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_010-027-075,219,3,0,44892,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_135-094-100,927,0,2,254225,94,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_104-037-100,921,6,1,227172,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_electronic_022-050-050,378,3,1,245647,50,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
vocal_acoustic_000-062-075,46,10,0,39939,62,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
guitar_acoustic_014-060-075,263,3,0,158906,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
flute_acoustic_002-094-100,86,2,0,50402,94,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_synthetic_134-082-127,914,0,2,169677,82,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",127
reed_acoustic_023-072-075,224,7,0,131397,72,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",75
string_acoustic_080-039-025,675,8,0,92579,39,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",25
reed_acoustic_023-087-100,224,7,0,20676,87,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",100
bass_electronic_018-026-100,759,0,1,164272,26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_synthetic_000-037-100,577,4,2,185182,37,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",100
keyboard_acoustic_004-084-050,327,4,0,121760,84,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
guitar_electronic_028-040-075,510,3,1,49833,40,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_015-036-075,316,3,0,117619,36,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
organ_electronic_104-050-075,921,6,1,236882,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_135-022-050,927,0,2,113649,22,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_113-049-050,958,6,1,281228,49,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_electronic_025-031-050,872,0,1,229513,31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_007-087-127,123,6,1,304289,87,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",127
bass_synthetic_009-015-127,150,0,2,192318,15,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",127
bass_synthetic_068-105-050,656,0,2,263629,105,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
reed_acoustic_037-057-075,387,7,0,21789,57,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
bass_synthetic_098-041-075,803,0,2,249117,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_014-083-025,263,3,0,63388,83,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_135-021-127,927,0,2,148669,21,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_010-093-100,219,3,0,75819,93,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_030-085-025,642,3,0,105876,85,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",25
bass_electronic_027-037-100,880,0,1,138386,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_059-031-127,572,1,0,86826,31,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
string_acoustic_057-074-075,450,8,0,87251,74,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",75
keyboard_electronic_003-094-100,65,4,1,77623,94,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",100
organ_electronic_001-081-025,8,6,1,232881,81,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_002-108-100,50,4,1,231278,108,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
guitar_acoustic_021-068-025,457,3,0,835,68,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_electronic_028-101-075,510,3,1,64575,101,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_068-051-100,656,0,2,162048,51,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
flute_synthetic_000-026-127,82,2,2,94274,26,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_015-048-075,316,3,0,21428,48,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
vocal_synthetic_003-024-075,37,10,2,92,24,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
bass_synthetic_098-084-075,803,0,2,224118,84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_021-036-075,457,3,0,171584,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
brass_acoustic_006-054-025,43,1,0,39320,54,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
organ_electronic_113-076-075,958,6,1,78407,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
string_acoustic_056-048-100,436,8,0,104225,48,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",100
organ_electronic_057-027-127,701,6,1,221377,27,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_098-024-127,803,0,2,238215,24,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_078-085-075,838,4,1,290577,85,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
brass_acoustic_046-059-100,414,1,0,86995,59,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
mallet_acoustic_047-104-100,488,5,0,130277,104,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
bass_synthetic_009-081-127,150,0,2,133645,81,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",127
mallet_acoustic_062-031-127,644,5,0,148911,31,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",127
organ_electronic_001-066-025,8,6,1,174776,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_034-028-100,420,0,2,272903,28,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",100
flute_acoustic_002-086-050,86,2,0,126530,86,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
vocal_acoustic_000-052-050,46,10,0,57471,52,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
mallet_acoustic_062-047-075,644,5,0,47476,47,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",75
brass_acoustic_016-089-100,128,1,0,9666,89,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_069-062-050,805,4,1,305402,62,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_016-079-100,128,1,0,19543,79,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_007-066-050,123,6,1,110824,66,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
reed_acoustic_023-057-127,224,7,0,115931,57,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",127
keyboard_electronic_069-045-075,805,4,1,228889,45,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_033-059-050,417,0,2,149693,59,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_033-058-127,417,0,2,159610,58,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_028-078-100,440,6,1,295790,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_098-036-100,803,0,2,272675,36,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_electronic_027-049-025,880,0,1,220545,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_009-057-100,150,0,2,163061,57,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",100
guitar_acoustic_014-087-050,263,3,0,152631,87,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
keyboard_electronic_002-041-100,50,4,1,894,41,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_104-057-075,921,6,1,295976,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_134-099-075,914,0,2,255929,99,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",75
guitar_acoustic_021-054-025,457,3,0,92689,54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_electronic_028-103-075,510,3,1,155568,103,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_033-058-025,417,0,2,223838,58,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_080-025-050,675,8,0,110668,25,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",50
bass_synthetic_135-068-025,927,0,2,200853,68,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_135-107-100,927,0,2,241888,107,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_001-101-050,40,4,1,294590,101,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",50
bass_electronic_027-060-050,880,0,1,218755,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_028-063-050,440,6,1,254259,63,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_113-083-075,958,6,1,201141,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_010-091-100,219,3,0,83906,91,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_030-028-050,642,3,0,190707,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",50
mallet_acoustic_056-042-127,590,5,0,175351,42,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
guitar_acoustic_021-078-025,457,3,0,139231,78,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",25
organ_electronic_113-079-075,958,6,1,273680,79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_electronic_025-047-050,872,0,1,271818,47,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_acoustic_004-041-025,327,4,0,180326,41,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_electronic_078-065-025,838,4,1,200262,65,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_014-059-100,100,8,0,45019,59,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100
guitar_acoustic_010-103-075,219,3,0,139604,103,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_134-092-075,914,0,2,135728,92,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",75
guitar_electronic_028-073-075,510,3,1,10821,73,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_078-053-025,838,4,1,233724,53,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_015-045-075,316,3,0,165438,45,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
bass_synthetic_098-083-075,803,0,2,197002,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
vocal_synthetic_003-023-075,37,10,2,9225,23,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
guitar_acoustic_014-049-100,263,3,0,116627,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
flute_synthetic_000-091-127,82,2,2,133214,91,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_135-072-025,927,0,2,274548,72,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_069-036-025,805,4,1,277549,36,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
mallet_acoustic_047-076-100,488,5,0,117723,76,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",100
guitar_acoustic_021-062-100,457,3,0,184612,62,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_135-083-100,927,0,2,201588,83,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_098-080-127,803,0,2,243313,80,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_098-062-050,803,0,2,250784,62,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_069-035-100,805,4,1,17195,35,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_014-067-075,263,3,0,149204,67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_021-036-100,457,3,0,191822,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
mallet_acoustic_056-100-127,590,5,0,170333,100,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_098-078-127,905,4,1,299799,78,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",127
organ_electronic_057-050-025,701,6,1,298206,50,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_electronic_028-035-025,510,3,1,161824,35,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_021-076-100,457,3,0,107423,76,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_010-062-100,219,3,0,145827,62,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_015-075-050,316,3,0,96274,75,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",50
flute_acoustic_002-090-127,86,2,0,55818,90,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
bass_synthetic_068-056-127,656,0,2,179370,56,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_electronic_022-070-025,378,3,1,263731,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_electronic_027-027-050,880,0,1,173181,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
vocal_synthetic_003-067-127,37,10,2,39805,67,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
bass_synthetic_009-053-075,150,0,2,211499,53,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",75
guitar_electronic_028-034-050,510,3,1,116223,34,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_001-087-075,8,6,1,247569,87,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_028-041-075,440,6,1,45647,41,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_056-060-100,590,5,0,35989,60,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
bass_electronic_018-023-050,759,0,1,222626,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_068-049-075,656,0,2,256590,49,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_069-040-100,805,4,1,113709,40,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_003-059-075,65,4,1,250742,59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_015-062-127,316,3,0,151813,62,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
flute_acoustic_002-075-075,86,2,0,55830,75,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
guitar_electronic_028-098-127,510,3,1,25434,98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_electronic_028-037-127,510,3,1,179669,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_001-071-075,8,6,1,80178,71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_037-034-127,387,7,0,49731,34,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",127
string_acoustic_014-042-025,100,8,0,123127,42,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_electronic_001-029-100,40,4,1,46235,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_014-091-075,263,3,0,50457,91,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",75
mallet_acoustic_062-029-100,644,5,0,130626,29,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",100
reed_acoustic_037-054-075,387,7,0,126906,54,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
string_acoustic_014-024-100,100,8,0,81288,24,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100
flute_synthetic_000-081-050,82,2,2,140991,81,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
string_acoustic_012-039-100,97,8,0,99424,39,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
brass_acoustic_015-041-100,121,1,0,67935,41,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
flute_synthetic_000-021-050,82,2,2,80940,21,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_015-076-050,316,3,0,138223,76,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",50
string_acoustic_071-039-075,609,8,0,31209,39,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
reed_acoustic_037-045-075,387,7,0,36109,45,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
keyboard_electronic_078-037-050,838,4,1,302209,37,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
string_acoustic_014-051-050,100,8,0,72998,51,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
organ_electronic_104-028-127,921,6,1,288594,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_010-072-025,219,3,0,76741,72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_034-083-127,420,0,2,265605,83,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",127
bass_synthetic_034-022-025,420,0,2,117886,22,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",25
vocal_acoustic_000-057-100,46,10,0,36305,57,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
reed_acoustic_011-070-050,104,7,0,54257,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_electronic_022-067-050,378,3,1,231108,67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_057-044-050,701,6,1,193816,44,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_electronic_018-057-050,759,0,1,204803,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_006-050-075,43,1,0,47486,50,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
keyboard_electronic_078-086-100,838,4,1,274933,86,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",100
organ_electronic_007-053-025,123,6,1,281876,53,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
reed_acoustic_011-064-127,104,7,0,27588,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_acoustic_004-071-127,327,4,0,263961,71,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
keyboard_acoustic_004-049-127,327,4,0,250989,49,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
organ_electronic_001-055-050,8,6,1,84094,55,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_010-039-050,219,3,0,61311,39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
string_acoustic_080-052-100,675,8,0,64665,52,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_synthetic_098-050-127,803,0,2,272393,50,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_003-037-025,65,4,1,201505,37,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_134-034-100,914,0,2,191436,34,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_synthetic_068-051-050,656,0,2,177697,51,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_015-108-100,316,3,0,141076,108,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",100
guitar_acoustic_010-107-050,219,3,0,49056,107,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",50
mallet_acoustic_062-100-050,644,5,0,186894,100,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",50
keyboard_electronic_002-084-050,50,4,1,207904,84,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",50
string_acoustic_012-031-075,97,8,0,84656,31,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
organ_electronic_113-071-075,958,6,1,157756,71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_002-094-025,50,4,1,154071,94,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
keyboard_electronic_078-067-025,838,4,1,227045,67,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_033-107-127,417,0,2,211985,107,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_033-031-025,417,0,2,107436,31,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_057-040-050,701,6,1,198183,40,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_electronic_018-033-127,759,0,1,79560,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_synthetic_000-092-025,577,4,2,248768,92,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0]",25
organ_electronic_057-031-127,701,6,1,41562,31,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
mallet_acoustic_062-023-127,644,5,0,163944,23,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",127
bass_synthetic_033-029-075,417,0,2,184302,29,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_electronic_022-042-100,378,3,1,145322,42,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_098-088-127,905,4,1,257993,88,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",127
string_acoustic_014-032-127,100,8,0,8380,32,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",127
brass_acoustic_046-067-050,414,1,0,65333,67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_electronic_025-023-025,872,0,1,168954,23,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",25
bass_synthetic_068-070-025,656,0,2,253609,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_synthetic_000-095-100,82,2,2,33170,95,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_068-024-075,656,0,2,259791,24,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_098-057-100,905,4,1,280913,57,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_electronic_025-035-127,872,0,1,103683,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
string_acoustic_057-073-100,450,8,0,22735,73,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",100
guitar_electronic_022-026-025,378,3,1,247311,26,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_028-106-075,440,6,1,287545,106,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_056-080-127,590,5,0,186989,80,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_021-045-050,457,3,0,180169,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_030-058-075,642,3,0,169697,58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",75
reed_acoustic_011-061-025,104,7,0,118867,61,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_002-096-075,50,4,1,133250,96,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",75
bass_synthetic_033-075-100,417,0,2,259523,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_059-047-100,572,1,0,10974,47,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
reed_acoustic_023-080-075,224,7,0,46999,80,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",75
guitar_electronic_022-039-050,378,3,1,262491,39,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
string_acoustic_014-040-025,100,8,0,110655,40,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
bass_synthetic_068-075-025,656,0,2,255520,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_acoustic_004-032-050,327,4,0,261396,32,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
string_acoustic_071-048-050,609,8,0,107831,48,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",50
organ_electronic_028-084-127,440,6,1,298545,84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
reed_acoustic_037-040-127,387,7,0,79191,40,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",127
mallet_acoustic_062-063-127,644,5,0,137158,63,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",127
brass_acoustic_006-048-100,43,1,0,45344,48,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
organ_electronic_057-063-075,701,6,1,281588,63,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_057-060-127,701,6,1,287470,60,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_134-053-050,914,0,2,234647,53,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
brass_acoustic_016-052-075,128,1,0,80126,52,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_098-081-050,905,4,1,298765,81,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_015-044-025,316,3,0,118318,44,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
mallet_acoustic_062-071-075,644,5,0,114676,71,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",75
organ_electronic_113-066-025,958,6,1,161210,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_021-106-075,457,3,0,153467,106,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",75
bass_synthetic_135-093-025,927,0,2,71908,93,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
mallet_acoustic_062-050-025,644,5,0,30689,50,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",25
